Devis_ID	Unité	Client	Type_Travail	Montant_HT	Coefficient	Numéro_OA	Count_OA	Statut	État	Description	Date_RFQ	Acheteur
PI24049	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	471432.25279999996	1.28	Lost	0	Terminé	Closed	Supply and installation of an air extractor (Laboratory)	2024-02-16	Iloga Gerard
PI24050	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	824300	1.41	Lost	0	Terminé	Closed	Voir Madame Momha pour la description du travail et la greation d'un devis relatif aux travaux	2024-02-17	Romel Fopa
PI24051	SABC_Garoua	Boissons du Cameroun	Fourniture	10116974	1.4	Lost	0	Terminé	Closed	PROJET D'AMELIORATION DE LA CIP TOD  : LISTE DU MATERIEL D'AUTOMATISME ET D'INSTRUMENTATION	2024-02-19	Rosine Kati
PI24052	SABC_Yaounde	Boissons du Cameroun	Fourniture	21181200	1.2	Lost	0	Terminé	Closed	MATERIEL COMPLEMENTAIRE POUR AUTOMATISME PROJET FROID POSITIF YAOUNDE	2024-02-19	Rosine Kati
PI24053	SABC_Garoua	Boissons du Cameroun	Fourniture	1206000	1.2	3527193	1	Terminé	Closed	CABLE POUR PROJET D'AMELIORATION DE LA CIP TOD	2024-02-19	Rosine Kati
PI24054	SEMC	SEMC	Fourniture_Pose	19670236	1.31	3443952	1	Terminé	Closed	AVIS DE CONSULTATION INFIRMERIE SEMC SCOPE ELECTRICITE 2024	2024-02-16	Fred Ewande Abdou
PI24055	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	5473000	1.62	Lost	0	Terminé	Closed	Offre pour basculer l'éclairage au dessus des TOD et TBF en solaire	2024-02-19	Joseph DJIEUBOU 
PI24056	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	3311200	1.65	OA3433927	1	Terminé	Closed	Maitrise du flux de soude dans les bacs à soude PET et SIROPERIE afin de limiter les risques suite Audit SMI	2024-02-18	Romel Fopa
PI24057	SABC_Yaounde	Boissons du Cameroun	Metrologie	3360000	2.8	3437264	1	Terminé	Closed	Tâches assistants métrologue des usines de Yaoundé CP TC UBG centre médical usine et Olembé	2024-02-21	Olivier Talteng
PI24057-1	SABC_Yaounde	Boissons du Cameroun	Metrologie	840000	1.8	3437264	1	Terminé	Closed	Tâches assistants métrologue des usines de Yaoundé CP TC UBG centre médical usine et Olembé	2024-06-01	Olivier Talteng
PI24057-2	SABC_Yaounde	Boissons du Cameroun	Metrologie	840000	1.8	3437264	1	Terminé	Closed	Tâches assistants métrologue des usines de Yaoundé CP TC UBG centre médical usine et Olembé	2024-06-01	Olivier Talteng
PI24057-3	SABC_Yaounde	Boissons du Cameroun	Metrologie	840000	1.8	3437264	1	Terminé	Closed	Tâches assistants métrologue des usines de Yaoundé CP TC UBG centre médical usine et Olembé	2024-06-01	Olivier Talteng
PI24058	SEMC	SEMC	Fourniture	209560	1.3	Lost	0	Terminé	Closed	COUPLEUR PROFIBUS DP/DP EN REMPLACEMENT DIU YAOUNDE	2024-02-21	Rosine Kati
PI24059	SEMC	SEMC	Fourniture	1425580	1.3	Lost	0	Terminé	Closed	COUPLEUR PROFIBUS DP/DP EN REMPLACEMENT DIU YAOUNDE	2024-02-21	Rosine Kati
PI24060	SABC_Garoua	Boissons du Cameroun	Fourniture	2260989	1.4	Lost	0	Terminé	Closed	 Matériel DANFOSS pour mise en place vaccination eau de rinçage CIP TOD GAROUA	2024-02-21	Rosine Kati
PI24061	SABC_Garoua	Boissons du Cameroun	Fourniture	2275578	1.4	Lost	0	Terminé	Closed		2024-02-21	Rosine Kati
PI24062	DANGOTE_Yde	DANGOTE CEMENT SA	Fourniture_Pose	229850	1.22	CM42008540	1	Terminé	Closed	Maintenance of Electrical circuit & Air conditioners	2024-02-21	Lambi Mandjeck
PI24063	DIXSTONE	Dixstone Operations Cameroun	Fourniture_Pose	17733908	1.4	Lost	0	Terminé	Closed	Electronic Spares for Cement unit and Batch Mixer	2024-02-20	Alex Amoutse
PI24064	BOCOM 	BOCOM PETROLEUM SA	Fourniture	2137500	1.2	Lost	0	Terminé	Closed	FOURNITURE CLIMATISEURS 1.25CV	2024-02-27	Roland Takam
PI24065	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	91200	1.5	Regul	1	Terminé	Closed	TRAVAUX MAINTENANCE (ENTRETIEN TRIMESTRIEL DEPALETISSEUR, DECAUSSEUSE…) CHAINE 4 DU 29/02/2024	2024-02-27	Michel Kenmoe
PI24066	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	91200	1.5	Lost	0	Terminé	Closed	TRAVAUX MAINTENANCE (MOTEUR DES EQUIPEMENTS) EN CHAINE 5 DU 29/02/2024	2024-02-27	Aurelien Kouanda Missambi
PI24067	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	1490250	1.42	Lost	0	Terminé	Closed	PASSAGE DES CABLES ETHERNET ET CABLES TENSION ONDULEE POUR REVAMPING  BRASSAGE	2024-02-26	Anicet GHISLAIN FOKA
PI24068	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	2364550	1.46	Lost	0	Terminé	Closed	RACCORDEMENT AUTOCLAVE DE LABORATOIRE SUR TENSION ONDULEE	2024-02-23	
PI24069	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	33686624	1.41	Lost	0	Terminé	Closed	SUPERVISION NIVEAU DECHETS DANS LES FOSSES DE RELEVAGE STEP USINE KOUMASSI	2024-02-22	Iris Dkouam
PI24069X	BOCOM 	BOCOM PETROLEUM SA	Fourniture	11200000	1.4	Lost	0	Terminé	Closed	FOURNITURE DE CABLE BLINDE (souple non blindé)	2024-03-01	Roland Takam
PI24070	BOCOM 	BOCOM PETROLEUM SA	Fourniture	9520000	1.4	Lost	0	Terminé	Closed	FOURNITURE DE CABLE BLINDE (rigide blindé)	2024-03-01	Roland Takam
PI24071	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	2349000	1.5	Lost	0	Terminé	Closed	OFFRE POUR RACCORDEMENT AUTOCLAVE LABORATOIRE SUR TENSION ONDULEE- CHAINE PET	2024-02-23	Anicet GHISLAIN FOKA
PI24072	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	843600	1.35	Lost	0	Terminé	Closed	Passage des câbles Ethernet et câbles tension Ondulée du projet revamping  Montelektro du brassage.	2024-02-26	Anicet GHISLAIN FOKA
PI24073	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	4773272	1.4	Lost	0	Terminé	Closed	DCC 240066 - Supply of few brake - ELECTRICAL 	2024-03-01	Benjamin N. Eteh
PI24074	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	3408622	1.35	Lost	0	Terminé	Closed	Few items for instrumentation - INSTRUMENTATION	2024-03-03	Benjamin N. Eteh
PI24075	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	201942	1.2	CM40006444	1	Terminé	Closed	DCC 240073 - Supply of few items for instrumentation - INSTRUMENTATION 	2024-03-04	Benjamin N. Eteh
PI24075A	SIAC	Boissons du Cameroun	Fourniture_Pose	6808800	1.5	Lost	0	Terminé	Closed	FOURNITURE ET POSE NOUVEAUX CAPTEURS DE NIVEAU STATION DE TRAITEMENT DES EAUX	2024-02-24	Christel TCHATO
PI24076	SIAC	Boissons du Cameroun	Fourniture_Pose	438000	1.3	3445081	1	Terminé	Closed	CONNEXION SIRENE DEFAUTS AU COFFRET DE SIGNALISATION DES DEFAUTS DES CHAMBRES FROIDES	2024-03-01	Christel TCHATO
PI24077	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	11538000	1.2	Lost	0	Terminé	Closed	SUPERVISION NIVEAU DECHETS DANS LES FOSSES DE RELEVAGE STEP USINE KOUMASSI	2024-05-08	Hassan FOUAPON KOUOTOU
PI24078	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	235500	1.21	3438171	1	Terminé	Closed	REHABILITATION ECLAIRAGE MAGASIN MPR	2024-03-05	Basile DONNANG DONGMO
PI24079	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	3546522	1.4	CM40006443	1	Terminé	Closed	DCC 240085 - FLOW METER,ELEC MGNTC,DN32,PROMAG 50W	2024-03-05	Benjamin N. Eteh
PI24080	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	3705806	1.3	CM40006499	1	Terminé	Closed	DCC 240080 - Few items for electrical - ELECTRICAL	2024-03-05	Benjamin N. Eteh
PI24080-1	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	3705806	1.3	CM42008778	1	Terminé	Closed	DCC 240080 - Few items for electrical - ELECTRICAL	2024-03-05	Benjamin N. Eteh
PI24081	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	2995381	1.3	Lost	0	Terminé	Closed	passage de câble CIP TOD	2024-03-07	Clément Tientcheu
PI24082	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	91200	1.4	Regul	1	Terminé	Closed	TRAVAUX MAINTENANCE (ENTRETIEN TRIMESTRIEL DE LA SOUTIREUSE, DE LA LAVEUSE DE BOUTEILLES ET  LES ENTRETIENS... CHAINE 4 DU 11/03/2024	2024-03-10	Michel Kenmoe
PI24083	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	40000	2	Regul	1	Terminé	Closed	Few items for Instrumentation - Power Supply for PC	2024-03-11	Iloga Gerard
PI24084	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	170000	2	CM42008692	1	Terminé	Closed	SUPPLY OF ELECTRONIC BALLAST (Outdoor lighting rehabilitation)	2024-03-14	Iloga Gerard
PI24085	SABC_Bafoussam	Boissons du Cameroun	Fourniture	1749832	1.4	Lost	0	Terminé	Closed	REMPLACEMENT DES SONDES DE TEMPERATURE DEFECTUEUSES SUR LES TOD	2024-03-14	Jean Bossango
PI24086	SABC_Bafoussam	Boissons du Cameroun	Fourniture	1911000	1.3	Lost	0	Terminé	Closed	REMPLACEMENT DES FLOTTEURS DEFECTUEUX DANS LA FOSSE	2024-03-14	Jean Bossango
PI24087	BOCOM 	BOCOM PETROLEUM SA	Fourniture	3518610	1.36	Lost	0	Terminé	Closed	FOURNITURE MATERIEL 1	2024-03-13	Roland Takam
PI24088	BOCOM 	BOCOM PETROLEUM SA	Fourniture	5457000	1.44	Lost	0	Terminé	Closed	FOURNITURE MATERIEL 2	2024-03-13	Roland Takam
PI24089	SABC_Bafoussam	Boissons du Cameroun	Fourniture	0	1	Lost	0	Annulé	Closed	REMPLACEMENT DU THERMOSTAT DEFECTUEUX SUR LE GROUPE	2024-03-13	Jean Bossango
PI24090	SABC_Yaounde	Boissons du Cameroun	Fourniture	112000	1.4	Lost	0	Terminé	Closed	Commande SOS d'un relais pour remise en service station RIA CP	2024-03-11	Jean Bossango
PI24091	SABC_Koumassi	Boissons du Cameroun	Fourniture	6291220	1.3	Lost	0	Terminé	Closed	Matériel à commander en SOS  - INSTRUMENTATION	2024-03-14	
PI24092	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	134400	1.4	Lost	0	Terminé	Closed	Points des travaux et Point Matériel CIP TOD Koumassi	2024-03-14	
PI24093	SABC_Koumassi	Boissons du Cameroun	Fourniture	2112000	1.6	Lost	0	Terminé	Closed	Points des travaux et Point Matériel CIP TOD Koumassi	2024-03-14	
PI24094	TRADEX_DLA	TRADEX SA	Fourniture_Pose	1023000	1.37	Lost	0	Terminé	Closed	ALIMENTATION ELECTRIQUE DESFOURS DU RESTAURANT DE LA BOUTIQUE DE MISSOLE 	2024-03-14	
PI24095	GRACEDOM Souza	Gracedom Invest	Fourniture	2284674	1.4	Lost	0	Terminé	Closed	Qoutation for few items OMRON & SICK	2024-03-19	
PI24096	SIAC	Boissons du Cameroun	Fourniture_Pose	476000	1.5	3439479	1	Terminé	Closed	maintenance coffret inverseur de source salle serveur	2024-03-25	Christel TCHATO
PI24097	SIAC	Boissons du Cameroun	Fourniture_Pose	1820421	1.46	3439593	1	Terminé	Closed	Installation nouveau coffret inverseur de source salle serveur	2024-03-25	Christel TCHATO
PI24098	SABC_Bafoussam	Boissons du Cameroun	Fourniture	4856768	1.6	3437649	1	Terminé	Closed	MISE A JOUR OUTILLAGE FACOM MECANICIENS & ELECTRICIENS	2024-03-22	Jean Bossango
PI24099	SABC_Yaounde	Boissons du Cameroun	Fourniture	4564714	1.4	Lost	0	Terminé	Closed	BESOIN DES RELAIS DE SECURITE POUR DEPALETISEUR CHAINE 6	2024-03-21	Michel KAMGA DZETCHU 
PI24100	SABC_Ndokoti	Boissons du Cameroun	Fourniture	0	1.3	Lost	0	Terminé	Closed	Revision annuelle des chaudieres à vapeur	2024-03-27	Jean Bossango
PI24101	SABC_Ndokoti	Boissons du Cameroun	Fourniture	3439602	1.3	3439602	1	Terminé	Closed	Installation des vannes de purge sur les aerorefrigaerants	2024-03-27	Jean Bossango
PI24102	SABC_Koumassi	Boissons du Cameroun	Fourniture	26909700	1.6	Lost	0	Terminé	Closed	Outillage Atelier Electricité Koumassi	2024-03-26	Iris Dkouam
PI24103	SIAC	Boissons du Cameroun	Fourniture_Pose	9226880	1.4	Lost	0	Terminé	Closed	installation interrupteur dynamique magasin CENTRALE	2024-03-26	Christel TCHATO
PI24104	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	428900	1.3	3444017	1	Terminé	Closed	DEPLACEMENT COFFRET POMPE IMMERGEE FOSSE EAUX USEES CH4	2024-03-20	Basile DONNANG DONGMO
PI24105	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	91200	2	Lost	0	Terminé	Closed	FOURNITURE DE 04 PRESTATAIRES ELECTRICIENS POUR TRAVAUX D'ENTRETIEN FIN DE MOIS	2024-03-26	Anicet GHISLAIN FOKA
PI24106	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	91200	3.5	regul	1	Terminé	Closed	TRAVAUX DE MAINTENANACE EN CHAINE 4	2024-03-25	Michel Kenmoe
PI24107	SABC_Yaounde	Boissons du Cameroun	Fourniture	0	1.3	Lost	0	Terminé	Closed	BESOIN PR DE REMPLACEMENT	2024-03-27	Michel KAMGA DZETCHU 
PI24108	SABC_Ndokoti	Boissons du Cameroun	Fourniture	0	1.3	Lost	0	Terminé	Closed	Remplacer les détecteurs de regulation de vitesse à l'entrée et sortie etiqueteuse CH7	2024-03-27	Jean Bossango
PI24109	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1.3	Lost	0	Terminé	Closed	Mise en conformite Station CIP Brassage 	2024-03-20	Iris Dkouam
PI24110	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	221900	1.3	3444017	1	Terminé	Closed	fourniture et Pose Câble Alimentation Baie UPGRADE SYSTEME BRASSAGE	2024-03-28	Iris Dkouam
PI24111	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	6300	1.5	Lost	0	Terminé	Closed	Phoenix connector	2024-05-27	Martin-Pierre DOOH
PI24112	PROCUBEST	PROCUBEST	Fourniture	4756635	1.3	Lost	0	Terminé	Closed	DEMANDE DE PRIX N° 53521 PIECES SOUFFLEUSE	2024-03-24	Albert Dipita
PI24113	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	8190960	1.3	Lost	0	Terminé	Closed	travaux fourniture et pose vannes CIP TOD	2024-03-12	
PI24114	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	1434000	1.2	OA3436390	1	Terminé	Closed	ACHAT MATERIEL COMMUN DE TRAVAIL DE L'EQUIPE DE LA DIVISION MAINTENANCE	2024-04-01	Cecile TCHUIENCHE
PI24115	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	7715720	1.49	Lost	0	Terminé	Closed	Conception d'un banc d'essai Automatisme	2024-03-19	Thierry Ekendjoum
PI24116	SOCAVER	Societe Camerounaise des Verrieries	Formation	6000000	3	Lost	0	Terminé	Closed	Formation TIA Portal	2024-03-19	Thierry Ekendjoum
PI24117	TRADEX_DLA	TRADEX SA	Fourniture_Pose	1882000	1.3	Lost	0	Terminé	Closed	CONSULTATION POUR L’INSTALLATION D’UN NOUVEAU GROUPE ELECTROGENE A TRADEX MISSOLE	2024-04-01	Leticia Essoe
PI24118	BOCOM 	BOCOM PETROLEUM SA	Fourniture	636250	1.4	Lost	0	Terminé	Closed	fourniture câble électrique	2024-04-02	Valdyce Mbogoum
PI24119	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	130000	1.3	Lost	0	Terminé	Closed	DEGRIPPANT ELECTRONIQUE	2024-04-02	Cecile TCHUIENCHE
PI24120	SABC_Koumassi	Boissons du Cameroun	Fourniture	3658069	1.4	Lost	0	Terminé	Closed	COMMANDE URGENTE DE KIT DE REPARATION DES VERINS	2024-04-03	Jean Bossango
PI24121	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	127500	1.3	3444017	1	Terminé	Closed	Consultation pour Mise en conformité câble d'alimentation Eneo CASTEL -HALL	2024-04-03	Iris Dkouam
PI24122	SABC_Koumassi	Boissons du Cameroun	Fourniture	1945910	1.4	Lost	0	Terminé	Closed	PR DE SECURITES ET RESOLUTION DES ANOMALIES FLASH PASTEURISATEUR	2024-04-03	Michel KAMGA DZETCHU 
PI24123	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	2560940	1.26	Lost	0	Terminé	Closed	Mechanical workshop office - ELECTRICAL	2024-04-04	Benjamin N. Eteh
PI24124	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	172500	1.23	42008716	1	Terminé	Closed	Replacement of socket and cable	2024-04-03	Lambi Mandjeck
PI24125	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	880700	1.42	Lost	0	Terminé	Closed	travaux de passage de câbles profibus entre fosse de relevage usine bafoussam	2024-03-30	Anicet GHISLAIN FOKA
PI24126	SIAC	Boissons du Cameroun	Fourniture_Pose	1293760	1.6	Lost	0	Terminé	Closed	Installer un compteur d'energie a la STEP	2024-04-03	Christel TCHATO
PI24127	SIAC	Boissons du Cameroun	Fourniture_Pose	6030800	1.6	Lost	0	Terminé	Closed	Installer des compteurs d'energie pour les chambres froides et conteneurs frigorifiques	2024-04-03	Christel TCHATO
PI24128	DANGOTE_Dla	DANGOTE CEMENT SA	Reparation	2650000	1	Lost	0	Terminé	Closed	VFD repairs - INSTRUMENTATION	2024-04-08	Benjamin N. Eteh
PI24129	SABC_Yaounde	Boissons du Cameroun	Fourniture	624000	1.3	3440209	1	Terminé	Closed	COMMANDE POUR REMPLACEMENT DES ELECTRODISTRIBUTEURS DEFECTUEUX	2024-04-09	Jean Bossango
PI24130	SEMC	SEMC	Fourniture	225440	1.35	Lost	0	Terminé	Closed	COMMANDE POUR REMPLACEMENT DES DISJONTEURS MOTEURS EN PANNE	2024-04-09	Jean Bossango
PI24131	SABC_Garoua	Boissons du Cameroun	Fourniture	8799700	1.3	Lost	0	Terminé	Closed	POUR REMPLACEMENT DES PROJECTEURS DEFECTUEUX ET RENFORCEMENT DES POINTS LUMINEUX SUR LA BARRIERE COUR MLU SUIVANT DEMANDE QHSE DANS L'USINE	2024-04-06	Jean Bossango
PI24132	DANGOTE_Dla	DANGOTE CEMENT SA	Formation	3487008	1.3	Lost	0	Terminé	Closed	Formation Profibus DSC	2024-04-09	Martin-Pierre DOOH
PI24133	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	3351636	1.28	3457933	1	Terminé	Closed	AMELIORATION BOUCLES DE MESURES DE TEMPERATURES DES 38 TOD DE L'USINE KOUMASSI	2024-04-10	Patrick Aimé HAMO FIKOUE
PI24134	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	136800	3	Lost	0	Terminé	Closed	mise en application des actions du PAC de la thermographie chaine 4 2024 (15 16 Avril 2024)	2024-04-15	Michel Kenmoe
PI24135	SABC_Ndokoti	Boissons du Cameroun	Fourniture	626898	1.5	3445556	1	Terminé	Closed	PDR POUR CIRCUIT AIR DES VENTOUSSES	2024-04-15	Jean Bossango
PI24136	SABC_Ndokoti	Boissons du Cameroun	Fourniture	2448360	1.5	3441231	1	Terminé	Closed	PDR pour remplacement electrodistributeurs defectueux	2024-04-15	Jean Bossango
PI24137	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	0	1.3	Lost	0	Terminé	Closed	Ecarts Food Safety  à corriger	2024-04-15	François Atangana
PI24138	SEMC	SEMC	Fourniture	1764000	1.1599999999999999	3440207	1	Terminé	Closed	ECONOMIE D'ENERGIE: RACCORDEMENT_x000D_DEBIMETRE EAU TRAITRETEMENT DES EAUX	2024-04-16	Adriane Flora DJUIKOM 
PI24139	SEMC	SEMC	Fourniture	3801000	1.4	3440191	1	Terminé	Closed	CMDE DES DEMARREURS PROGRESSIFS POUR REMPLACEMENT CELUI DEFECTUEUX USINE SEMC ET RETOUR DIU NDOKOTI	2024-04-16	Adriane Flora DJUIKOM 
PI24140	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	1209369	1.66	Lost	0	Terminé	Closed	SOLENOIDE VALVE AIRTEC - INSTRUMENTATION	2024-04-16	Benjamin N. Eteh
PI24141	DANGOTE_Yde	DANGOTE CEMENT SA	Fourniture	16500	1.5	Lost	0	Terminé	Closed		2024-04-11	Lambi Mandjeck
PI24142	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	metrage des câbles basse tension	2024-04-17	Iris Dkouam
PI24143	PROCUBEST	PROCUBEST	Fourniture	1000000	1	Lost	0	Terminé	Closed	AVIS D'APPEL D'OFFRES INTERNATIONAL OUVERT #056/24/AOIO/SDCC/CIPM DU 11/04/2024 POUR LA FOURNITURE DE TROIS (03) LOTS DE MATERIELS ELECTRIQUES POUR USINES D'EGRENAGE DE LA SODECOTON	2024-04-17	Albert Dipita
PI24144	BOCOM 	BOCOM PETROLEUM SA	Fourniture_Pose	1093000	1.48	Lost	0	Terminé	Closed		2024-04-17	
PI24145	SCDP Depot de Bessengue	SCDP	Fourniture	1144000	1.35	Lost	0	Terminé	Closed	déplacement sirène d'alarme dépôt SCDP Mboppi	2024-04-19	Francois OUNKAP
PI24146	SABC_Ndokoti	Boissons du Cameroun	Fourniture	665000	1.3	3440228	1	Terminé	Closed	La carte EAN ne lit plus les valeurs de temperature	2024-04-19	Adriane Flora DJUIKOM 
PI24147	SABC_Ndokoti	Boissons du Cameroun	Fourniture	11805172	1.32	Lost	0	Terminé	Closed	PDR SIEMENS POUR REVISION ANNUELLE 2024 SOUTIREUSE	2024-04-19	Adriane Flora DJUIKOM 
PI24148	SABC_Ndokoti	Boissons du Cameroun	Fourniture	1246000	1.3	3440229	1	Terminé	Closed	PDR SIEMENS POUR REVISION ANNUELLE 2024 LAVEUSE	2024-04-19	Adriane Flora DJUIKOM 
PI24149	SABC_Ndokoti	Boissons du Cameroun	Fourniture	3070928	1.3	3440220	1	Terminé	Closed	PDR IFM POUR REVISION 2024 LAVEUSE	2024-04-19	Adriane Flora DJUIKOM 
PI24150	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	1917160	1.3	CM40006508	1	Terminé	Closed	Few items of instrumentation - INSTRUMENTATION  SITRANS LR250	2024-04-19	Benjamin N. Eteh
PI24151	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	4091200	1.3	Lost	0	Terminé	Closed	Essengue warehouse - ELECTRICAL  	2024-04-19	Benjamin N. Eteh
PI24152	SABC_Bafoussam	Boissons du Cameroun	Fourniture	3487008	1.3	3443349	1	Terminé	Closed	REVISION ANNUELLE 2024 CHAINE 5	2024-04-22	Jean Bossango
PI24153	SABC_Bafoussam	Boissons du Cameroun	Fourniture	2353910	1.3	3443354	1	Terminé	Closed	REVISION ANNUELLE 2024 CHAINE 5	2024-04-22	Jean Bossango
PI24154	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	2222250	1.3	42009036	1	Terminé	Closed	Rehabilitation of outdoor lighting	2024-04-23	Benjamin N. Eteh
PI24155	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	0	1.3	3451771	1	Terminé	Closed	Installation coffret sirène alarme	2024-04-23	
PI24156	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	2432272	1.43	3448955	1	Terminé	Closed	installation détecteur franchissement portails guérites	2024-04-24	Thierry Ekendjoum
PI24157	TRADEX_YDE	TRADEX SA	Fourniture_Pose	6907477	1.38	Lost	0	Terminé	Closed	travaux de correction des anomalies à la station service de TRADEX Nsimalen	2024-04-24	Leticia Essoe
PI24158	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	3500000	1.4	3448118	1	Terminé	Closed	Fourniture CPU414 6ES7414-3XJ04-0AB0	2024-04-25	
PI24159	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	2500000	1.4	Lost	0	Terminé	Closed	Fourniture CPU315 6ES7 315-2EH14-0AB0	2024-04-25	
PI24160	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	102700	1.3	CM42008793	1	Terminé	Closed	Supply of ABB spare - Electrical	2024-04-26	Lambi Mandjeck
PI24161	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	0	1.3	Lost	0	Terminé	Closed	DA 3198186 SOUPAPE DE SURETE	2024-04-24	Philemon SANDJONG TCHAZOU 
PI24162	SABC_Ndokoti	Boissons du Cameroun	Fourniture	1,170,000
	2	Lost	0	Terminé	Closed	RENFORCEMENT ECLAIRAGE AU MAGASIN MLU	2024-04-27	Adriane Flora DJUIKOM 
PI24163	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	89600	3.2	Lost	0	Terminé	Closed	contrôle de serrage des boites de raccordement des moteurs chaine 4	2024-04-27	Michel Kenmoe
PI24164	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	89600	3.2	Lost	0	Terminé	Closed	OFFRE POUR TRAVAUX DE MAINTENANACE EN CHAINE 5	2024-04-27	Alexandre PENDA NKONGO MBEA
PI24165	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	89600	3.2	Lost	0	Terminé	Closed	Travaux d'entretien fin de mois SGXFABSTEP 	2024-04-28	Anicet GHISLAIN FOKA
PI24166	GRACEDOM Souza	Gracedom Invest	Fourniture	2300000	1.3	regul	1	Terminé	Closed	fourniture encodeur usine COCA-COLA Souza	2024-04-29	Raoul Djampou
PI24167	SABC_Yaounde	Boissons du Cameroun	Fourniture	1089700	1.55	3445879	1	Terminé	Closed	BESOIN PIECES DE SECURITE LAVEUSE DE BOUTEILLES CH5	2024-05-02	Michel KAMGA DZETCHU 
PI24168	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	INSTALLATION D’UNE COMMANDE SANS FIL DU PALAN PETITS PRODUITS MPC (CHANTIER FOUR 2)	2024-05-02	Cecile TCHUIENCHE
PI24169	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	2508000	1.47	Lost	0	Terminé	Closed	REFECTION DE LA SIGNALISATION SONORE DE TOUS LES ÉLEMENTS DE LA STATION COMPOSITION (CHANTIER FOUR 2)	2024-05-02	Cecile TCHUIENCHE
PI24170	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	5181588	1.48	Lost	0	Terminé	Closed	MISE EN CONFORMITÉ DU CIRCUIT FUEL (CHANTIER FOUR 2)	2024-05-02	Cecile TCHUIENCHE
PI24171	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	0	1.3	Lost	0	Terminé	Closed	INSTALLATION CAPTEURS D’ALIGNEMENT TAPIS ARCHE 21 ET ARCHE 22 (CHANTIER FOUR 2)	2024-05-02	Cecile TCHUIENCHE
